0, 1.889, 0.0105014
0, 1.889, 0.0105014
0, 1.88901, 0.011111
0, 1.88902, 0.0117205
0, 1.88902, 0.01233
0, 1.88902, 0.0129395
0, 1.88902, 0.013549
0, 1.88902, 0.0141584
0, 1.88902, 0.0147679
0, 1.88902, 0.0153773
0, 1.88902, 0.0159867
0, 1.88901, 0.0165961
0, 1.889, 0.0172054
0, 1.889, 0.0178146
0, 1.88899, 0.0184239
0, 1.88898, 0.019033
0, 1.88896, 0.0196422
0, 1.88895, 0.0202512
0, 1.88894, 0.0208602
0, 1.88892, 0.0214691
0, 1.8889, 0.022078
0, 1.88888, 0.0226867
0, 1.88886, 0.0232954
0, 1.88884, 0.023904
0, 1.88882, 0.0245126
0, 1.8888, 0.025121
0, 1.88877, 0.0257293
0, 1.88874, 0.0263375
0, 1.88872, 0.0269457
0, 1.88869, 0.0275537
0, 1.88866, 0.0281616
0, 1.88862, 0.0287693
0, 1.88859, 0.029377
0, 1.88856, 0.0299845
0, 1.88852, 0.0305919
0, 1.88848, 0.0311992
0, 1.88844, 0.0318063
0, 1.8884, 0.0324133
0, 1.88836, 0.0330201
0, 1.88832, 0.0336268
0, 1.88827, 0.0342333
0, 1.88823, 0.0348396
0, 1.88818, 0.0354458
0, 1.88813, 0.0360519
0, 1.88808, 0.0366577
0, 1.88803, 0.0372634
0, 1.88798, 0.0378689
0, 1.88793, 0.0384742
0, 1.88787, 0.0390793
0, 1.88782, 0.0396842
0, 1.88776, 0.040289
0, 1.8877, 0.0408935
0, 1.88764, 0.0414978
0, 1.88758, 0.0421019
0, 1.88752, 0.0427058
0, 1.88745, 0.0433095
0, 1.88739, 0.0439129
0, 1.88732, 0.0445162
0, 1.88725, 0.0451192
0, 1.88718, 0.0457219
0, 1.88711, 0.0463244
0, 1.88704, 0.0469267
0, 1.88697, 0.0475287
0, 1.88689, 0.0481305
0, 1.88682, 0.048732
0, 1.88674, 0.0493333
0, 1.88666, 0.0499343
0, 1.88658, 0.050535
0, 1.8865, 0.0511354
0, 1.88642, 0.0517356
0, 1.88633, 0.0523355
0, 1.88625, 0.0529351
0, 1.88616, 0.0535344
0, 1.88607, 0.0541335
0, 1.88598, 0.0547322
0, 1.88589, 0.0553306
0, 1.8858, 0.0559287
0, 1.88571, 0.0565265
0, 1.88561, 0.057124
0, 1.88552, 0.0577212
0, 1.88542, 0.058318
0, 1.88532, 0.0589146
0, 1.88522, 0.0595108
0, 1.88512, 0.0601066
0, 1.88502, 0.0607021
0, 1.88491, 0.0612973
0, 1.88481, 0.0618921
0, 1.8847, 0.0624866
0, 1.8846, 0.0630807
0, 1.88449, 0.0636745
0, 1.88438, 0.0642678
0, 1.88427, 0.0648609
0, 1.88415, 0.0654535
0, 1.88404, 0.0660458
0, 1.88392, 0.0666377
0, 1.88381, 0.0672292
0, 1.88369, 0.0678203
0, 1.88357, 0.068411
0, 1.88345, 0.0690013
0, 1.88333, 0.0695913
0, 1.8832, 0.0701808
1, 1.95421, 0.0105014
1, 1.95421, 0.0105014
1, 1.95422, 0.0113348
1, 1.95423, 0.0121681
1, 1.95424, 0.0130014
1, 1.95424, 0.0138346
1, 1.95424, 0.0146679
1, 1.95424, 0.0155012
1, 1.95424, 0.0163344
1, 1.95423, 0.0171676
1, 1.95422, 0.0180008
1, 1.95422, 0.0188339
1, 1.95421, 0.019667
1, 1.95419, 0.0205
1, 1.95418, 0.021333
1, 1.95417, 0.0221659
1, 1.95415, 0.0229988
1, 1.95413, 0.0238316
1, 1.95411, 0.0246643
1, 1.95408, 0.0254969
1, 1.95406, 0.0263295
1, 1.95403, 0.027162
1, 1.954, 0.0279943
1, 1.95397, 0.0288266
1, 1.95394, 0.0296588
1, 1.95391, 0.0304908
1, 1.95387, 0.0313228
1, 1.95383, 0.0321546
1, 1.95379, 0.0329863
1, 1.95375, 0.0338179
1, 1.95371, 0.0346493
1, 1.95366, 0.0354806
1, 1.95362, 0.0363117
1, 1.95357, 0.0371427
1, 1.95352, 0.0379736
1, 1.95346, 0.0388043
1, 1.95341, 0.0396348
1, 1.95335, 0.0404651
1, 1.95329, 0.0412953
1, 1.95323, 0.0421253
1, 1.95317, 0.0429551
1, 1.95311, 0.0437847
1, 1.95304, 0.0446141
1, 1.95298, 0.0454433
1, 1.95291, 0.0462723
1, 1.95284, 0.0471011
1, 1.95276, 0.0479297
1, 1.95269, 0.048758
1, 1.95261, 0.0495861
1, 1.95253, 0.050414
1, 1.95245, 0.0512417
1, 1.95237, 0.0520691
1, 1.95229, 0.0528962
1, 1.9522, 0.0537231
1, 1.95211, 0.0545498
1, 1.95202, 0.0553762
1, 1.95193, 0.0562023
1, 1.95184, 0.0570281
1, 1.95174, 0.0578537
1, 1.95165, 0.058679
1, 1.95155, 0.059504
1, 1.95145, 0.0603287
1, 1.95135, 0.0611531
1, 1.95124, 0.0619772
1, 1.95114, 0.062801
1, 1.95103, 0.0636244
1, 1.95092, 0.0644476
1, 1.95081, 0.0652704
1, 1.95069, 0.0660929
1, 1.95058, 0.0669151
1, 1.95046, 0.0677369
1, 1.95034, 0.0685583
1, 1.95022, 0.0693795
1, 1.9501, 0.0702002
1, 1.94998, 0.0710206
1, 1.94985, 0.0718407
1, 1.94972, 0.0726603
1, 1.94959, 0.0734796
1, 1.94946, 0.0742985
1, 1.94933, 0.075117
1, 1.94919, 0.0759352
1, 1.94906, 0.0767529
1, 1.94892, 0.0775702
1, 1.94878, 0.0783871
1, 1.94864, 0.0792036
1, 1.94849, 0.0800197
1, 1.94835, 0.0808354
1, 1.9482, 0.0816506
1, 1.94805, 0.0824654
1, 1.9479, 0.0832797
1, 1.94775, 0.0840937
1, 1.94759, 0.0849071
1, 1.94743, 0.0857201
1, 1.94728, 0.0865327
1, 1.94712, 0.0873448
1, 1.94695, 0.0881564
1, 1.94679, 0.0889675
1, 1.94663, 0.0897782
1, 1.94646, 0.0905883
1, 1.94629, 0.091398
1, 1.94612, 0.0922072
2, 2.00472, 0.0105014
2, 2.00472, 0.0105014
2, 2.00473, 0.0114783
2, 2.00473, 0.0124552
2, 2.00474, 0.013432
2, 2.00474, 0.0144088
2, 2.00474, 0.0153856
2, 2.00474, 0.0163624
2, 2.00474, 0.0173392
2, 2.00473, 0.018316
2, 2.00472, 0.0192927
2, 2.00471, 0.0202694
2, 2.0047, 0.0212461
2, 2.00468, 0.0222227
2, 2.00467, 0.0231992
2, 2.00465, 0.0241758
2, 2.00463, 0.0251522
2, 2.0046, 0.0261286
2, 2.00458, 0.027105
2, 2.00455, 0.0280812
2, 2.00452, 0.0290574
2, 2.00449, 0.0300335
2, 2.00446, 0.0310095
2, 2.00442, 0.0319854
2, 2.00438, 0.0329612
2, 2.00434, 0.033937
2, 2.0043, 0.0349126
2, 2.00425, 0.035888
2, 2.00421, 0.0368634
2, 2.00416, 0.0378386
2, 2.00411, 0.0388138
2, 2.00405, 0.0397887
2, 2.004, 0.0407636
2, 2.00394, 0.0417383
2, 2.00388, 0.0427128
2, 2.00382, 0.0436872
2, 2.00376, 0.0446614
2, 2.00369, 0.0456355
2, 2.00362, 0.0466094
2, 2.00355, 0.0475831
2, 2.00348, 0.0485566
2, 2.0034, 0.0495299
2, 2.00333, 0.0505031
2, 2.00325, 0.051476
2, 2.00317, 0.0524488
2, 2.00308, 0.0534213
2, 2.003, 0.0543936
2, 2.00291, 0.0553657
2, 2.00282, 0.0563376
2, 2.00273, 0.0573093
2, 2.00264, 0.0582807
2, 2.00254, 0.0592519
2, 2.00244, 0.0602228
2, 2.00234, 0.0611935
2, 2.00224, 0.0621639
2, 2.00213, 0.0631341
2, 2.00203, 0.064104
2, 2.00192, 0.0650737
2, 2.00181, 0.066043
2, 2.0017, 0.0670121
2, 2.00158, 0.0679809
2, 2.00146, 0.0689494
2, 2.00134, 0.0699176
2, 2.00122, 0.0708855
2, 2.0011, 0.0718531
2, 2.00097, 0.0728203
2, 2.00085, 0.0737873
2, 2.00072, 0.0747539
2, 2.00058, 0.0757202
2, 2.00045, 0.0766862
2, 2.00031, 0.0776518
2, 2.00018, 0.0786171
2, 2.00004, 0.0795821
2, 1.99989, 0.0805466
2, 1.99975, 0.0815108
2, 1.9996, 0.0824747
2, 1.99945, 0.0834382
2, 1.9993, 0.0844013
2, 1.99915, 0.085364
